TransactionID,Date,CustomerID,ProductID,StoreID,PromoID,ChannelID,Quantity,UnitPrice,DiscountAmount,TotalAmount,PaymentMethod
12366,2025-06-05,771,103,4,0,6,2,80,0.0,160.0,PayPal
12367,2025-11-10,1437,101,4,0,6,1,125,0.0,125.0,PayPal
12368,2025-03-31,3849,102,5,2,2,2,80,24.0,136.0,PayPal
12369,2025-12-24,5341,104,4,2,2,2,65,19.5,110.5,LFC Points
12370,2025-12-17,7207,109,4,2,2,3,40,18.0,102.0,PayPal
12371,2025-03-05,2608,109,4,2,2,3,40,18.0,102.0,LFC Points
12372,2025-11-07,1462,108,1,2,4,1,65,9.75,55.25,PayPal
12373,2025-08-09,3117,106,4,2,1,3,18,8.1,45.9,Debit Card
12374,2025-01-13,1650,102,5,2,1,1,80,12.0,68.0,LFC Points
12375,2025-11-01,9956,103,1,0,4,2,80,0.0,160.0,Credit Card
12376,2025-02-14,9556,102,5,2,2,1,80,12.0,68.0,LFC Points
12377,2025-03-01,3556,105,5,0,2,1,60,0.0,60.0,Credit Card
12378,2025-06-17,3486,101,1,2,4,1,125,18.75,106.25,LFC Points
12379,2025-05-18,3287,103,5,2,1,1,80,12.0,68.0,Debit Card
12380,2025-01-27,1294,105,1,2,3,2,60,18.0,102.0,Debit Card
12381,2025-06-29,4759,105,2,2,6,1,60,9.0,51.0,Apple Pay
12382,2025-11-12,7362,105,4,2,6,1,60,9.0,51.0,Apple Pay
12383,2025-02-22,8054,102,1,2,4,1,80,12.0,68.0,Apple Pay
12384,2025-07-23,2450,109,4,0,2,1,40,0.0,40.0,Apple Pay
12385,2025-05-21,315,109,5,2,6,4,40,24.0,136.0,Debit Card
12386,2025-01-23,1975,105,5,2,5,2,60,18.0,102.0,Credit Card
12387,2025-07-26,4303,110,1,2,3,4,25,15.0,85.0,PayPal
12388,2025-08-21,4360,107,1,2,3,2,75,22.5,127.5,LFC Points
12389,2025-11-12,828,107,5,2,5,1,75,11.25,63.75,Apple Pay
12390,2025-02-06,4770,106,3,2,3,1,18,2.7,15.3,LFC Points
12391,2025-02-08,8341,105,4,2,6,1,60,9.0,51.0,Apple Pay
12392,2025-03-18,1077,102,1,2,5,2,80,24.0,136.0,Credit Card
12393,2025-03-10,8880,109,5,2,2,1,40,6.0,34.0,LFC Points
12394,2025-06-12,6368,104,5,2,2,2,65,19.5,110.5,Apple Pay
12395,2025-06-17,4304,110,1,2,5,3,25,11.25,63.75,Credit Card
12396,2025-10-16,2208,105,1,2,3,2,60,18.0,102.0,LFC Points
12397,2025-02-11,8993,107,2,0,2,2,75,0.0,150.0,Apple Pay
12398,2025-11-17,1411,107,2,0,2,1,75,0.0,75.0,Credit Card
12399,2025-05-15,1042,103,5,0,5,2,80,0.0,160.0,Apple Pay
12400,2025-02-18,4963,105,4,0,2,1,60,0.0,60.0,Debit Card
12401,2025-03-01,1680,101,2,2,2,1,125,18.75,106.25,Credit Card
12402,2025-03-03,9575,103,5,2,1,2,80,24.0,136.0,Debit Card
12403,2025-01-17,52,101,4,2,5,1,125,18.75,106.25,LFC Points
12404,2025-08-10,5673,107,4,2,5,2,75,22.5,127.5,Apple Pay
12405,2025-07-14,8658,104,4,2,6,2,65,19.5,110.5,LFC Points
12406,2025-11-04,7729,102,4,0,6,2,80,0.0,160.0,PayPal
12407,2025-11-25,6506,108,2,4,3,1,65,16.25,48.75,Credit Card
12408,2025-11-17,6971,108,2,2,6,2,65,19.5,110.5,Debit Card
12409,2025-08-16,6782,109,5,0,2,4,40,0.0,160.0,Credit Card
12410,2025-07-19,8617,109,5,0,6,3,40,0.0,120.0,PayPal
12411,2025-03-21,3007,101,5,2,5,2,125,37.5,212.5,LFC Points
12412,2025-04-16,7727,108,1,2,1,2,65,19.5,110.5,Debit Card
12413,2025-01-14,9712,110,1,2,1,4,25,15.0,85.0,Debit Card
12414,2025-04-24,6810,106,3,2,6,4,18,10.8,61.2,LFC Points
12415,2025-05-22,6551,108,1,2,1,1,65,9.75,55.25,Debit Card
12416,2025-05-14,513,109,4,2,6,2,40,12.0,68.0,Debit Card
12417,2025-06-05,1588,101,4,2,5,1,125,18.75,106.25,Debit Card
12418,2025-02-12,1280,104,4,2,2,1,65,9.75,55.25,Credit Card
12419,2025-06-22,7416,109,4,2,5,2,40,12.0,68.0,LFC Points
12420,2025-07-10,623,103,4,2,1,1,80,12.0,68.0,LFC Points
12421,2025-12-15,4911,101,1,2,2,1,125,18.75,106.25,Credit Card
12422,2025-06-08,8037,107,4,2,5,2,75,22.5,127.5,LFC Points
12423,2025-01-10,9142,109,4,2,2,2,40,12.0,68.0,Apple Pay
12424,2025-01-29,7093,107,2,0,2,2,75,0.0,150.0,Apple Pay
12425,2025-07-26,8179,109,1,2,4,2,40,12.0,68.0,PayPal
12426,2025-09-17,999,104,4,2,6,2,65,19.5,110.5,LFC Points
12427,2025-05-23,1664,108,4,2,1,2,65,19.5,110.5,Apple Pay
12428,2025-07-06,3484,110,1,2,5,3,25,11.25,63.75,Apple Pay
12429,2025-09-14,9457,102,4,2,5,1,80,12.0,68.0,PayPal
12430,2025-05-22,1107,106,2,2,1,2,18,5.4,30.6,LFC Points
12431,2025-02-24,2876,103,2,2,2,2,80,24.0,136.0,LFC Points
12432,2025-08-15,5045,109,2,2,4,4,40,24.0,136.0,Debit Card
12433,2025-03-17,9985,105,2,2,5,1,60,9.0,51.0,Apple Pay
12434,2025-09-08,4974,110,5,0,5,2,25,0.0,50.0,LFC Points
12435,2025-10-15,2556,108,3,2,4,2,65,19.5,110.5,Debit Card
12436,2025-02-04,30,102,1,0,2,2,80,0.0,160.0,Debit Card
12437,2025-07-07,5023,103,4,2,1,2,80,24.0,136.0,Apple Pay
12438,2025-11-16,2486,107,1,0,5,2,75,0.0,150.0,PayPal
12439,2025-10-31,4311,107,4,2,5,1,75,11.25,63.75,LFC Points
12440,2025-09-13,1816,104,4,2,1,1,65,9.75,55.25,PayPal
12441,2025-11-07,1547,104,4,2,6,1,65,9.75,55.25,PayPal
12442,2025-07-30,5685,110,4,2,5,3,25,11.25,63.75,PayPal
12443,2025-01-20,8063,102,5,0,1,2,80,0.0,160.0,Apple Pay
12444,2025-07-03,4245,101,1,0,2,2,125,0.0,250.0,Apple Pay
12445,2025-04-07,4789,109,3,2,1,1,40,6.0,34.0,LFC Points
12446,2025-04-13,6483,104,3,2,4,2,65,19.5,110.5,Credit Card
12447,2025-07-24,2459,108,4,2,5,1,65,9.75,55.25,Debit Card
12448,2025-07-18,8160,110,5,2,6,1,25,3.75,21.25,PayPal
12449,2025-08-02,1422,109,4,2,5,2,40,12.0,68.0,Credit Card
12450,2025-02-17,7215,105,4,0,5,2,60,0.0,120.0,Debit Card
12451,2025-04-11,9407,103,4,2,1,2,80,24.0,136.0,Debit Card
12452,2025-03-20,6832,108,5,2,1,2,65,19.5,110.5,Credit Card
12453,2025-10-17,398,102,5,2,2,1,80,12.0,68.0,LFC Points
12454,2025-02-11,6362,104,2,2,3,2,65,19.5,110.5,Credit Card
12455,2025-01-12,5990,103,4,2,5,1,80,12.0,68.0,LFC Points
12456,2025-04-12,5894,101,1,2,3,1,125,18.75,106.25,LFC Points
12457,2025-03-29,1493,106,2,2,3,4,18,10.8,61.2,Debit Card
12458,2025-12-10,5492,102,4,0,2,1,80,0.0,80.0,Debit Card
12459,2025-03-27,1559,106,3,2,2,2,18,5.4,30.6,Debit Card
12460,2025-08-31,9848,101,1,2,6,2,125,37.5,212.5,Credit Card
12461,2025-08-20,1563,105,3,2,3,1,60,9.0,51.0,Debit Card
12462,2025-04-17,3508,108,5,0,5,1,65,0.0,65.0,LFC Points
12463,2025-07-06,985,109,4,0,6,1,40,0.0,40.0,PayPal
12464,2025-02-23,190,102,5,2,2,2,80,24.0,136.0,LFC Points
12465,2025-06-19,5250,110,3,0,1,3,25,0.0,75.0,LFC Points
12466,2025-08-30,958,104,4,2,5,1,65,9.75,55.25,Apple Pay
12467,2025-01-05,8506,103,1,2,5,2,80,24.0,136.0,LFC Points
12468,2025-05-26,6892,101,1,2,5,2,125,37.5,212.5,Credit Card
12469,2025-10-26,3943,104,4,2,6,2,65,19.5,110.5,Apple Pay
12470,2025-06-21,2632,102,1,2,4,1,80,12.0,68.0,Debit Card
12471,2025-08-14,7405,102,4,0,6,1,80,0.0,80.0,PayPal
12472,2025-11-10,7849,102,2,2,1,2,80,24.0,136.0,LFC Points
12473,2025-06-13,1192,104,4,2,5,1,65,9.75,55.25,Debit Card
12474,2025-01-17,7141,104,1,2,1,1,65,9.75,55.25,LFC Points
12475,2025-04-11,9698,107,4,2,5,1,75,11.25,63.75,Apple Pay
12476,2025-05-16,6158,102,5,2,2,2,80,24.0,136.0,Debit Card
12477,2025-09-12,945,103,2,2,1,1,80,12.0,68.0,Debit Card
12478,2025-06-16,4090,109,4,2,2,3,40,18.0,102.0,Debit Card
12479,2025-09-30,9315,108,2,0,1,2,65,0.0,130.0,Credit Card
12480,2025-09-22,4543,108,1,2,4,2,65,19.5,110.5,PayPal
12481,2025-02-11,2869,108,4,2,2,2,65,19.5,110.5,Credit Card
12482,2025-11-20,3300,107,4,2,1,1,75,11.25,63.75,PayPal
12483,2025-02-28,2803,104,1,0,5,1,65,0.0,65.0,PayPal
12484,2025-08-05,5903,101,4,0,6,1,125,0.0,125.0,LFC Points
12485,2025-11-21,790,108,2,2,5,2,65,19.5,110.5,Debit Card
12486,2025-02-16,2557,102,4,0,1,1,80,0.0,80.0,Debit Card
12487,2025-08-29,7116,105,1,0,3,1,60,0.0,60.0,Debit Card
12488,2025-06-08,2412,107,4,2,2,1,75,11.25,63.75,LFC Points
12489,2025-01-11,4150,102,2,2,2,1,80,12.0,68.0,Debit Card
12490,2025-03-11,4600,107,4,0,5,2,75,0.0,150.0,PayPal
12491,2025-11-10,7027,108,5,0,5,2,65,0.0,130.0,Credit Card
12492,2025-04-16,5431,107,4,2,6,2,75,22.5,127.5,Credit Card
12493,2025-06-22,4754,107,4,0,1,2,75,0.0,150.0,Credit Card
12494,2025-06-07,1552,103,1,2,2,1,80,12.0,68.0,PayPal
12495,2025-07-06,6240,106,5,2,1,1,18,2.7,15.3,LFC Points
12496,2025-11-07,5763,109,5,2,2,1,40,6.0,34.0,Credit Card
12497,2025-04-15,3222,106,5,2,1,4,18,10.8,61.2,PayPal
12498,2025-09-15,6509,105,5,2,5,1,60,9.0,51.0,Debit Card
12499,2025-06-29,1157,104,1,2,3,2,65,19.5,110.5,PayPal
12500,2025-10-10,7748,108,2,0,3,2,65,0.0,130.0,Debit Card
12501,2025-08-27,9836,108,3,2,5,2,65,19.5,110.5,Credit Card
12502,2025-06-13,7780,105,5,0,6,2,60,0.0,120.0,LFC Points
12503,2025-04-12,4261,105,2,2,6,1,60,9.0,51.0,PayPal
12504,2025-02-13,464,106,3,0,4,1,18,0.0,18.0,Credit Card
12505,2025-02-22,5488,106,5,2,5,4,18,10.8,61.2,Debit Card
12506,2025-06-09,1220,106,4,2,5,1,18,2.7,15.3,Debit Card
12507,2025-04-13,4730,103,2,2,4,2,80,24.0,136.0,Apple Pay
12508,2025-03-25,8854,110,5,0,1,4,25,0.0,100.0,Apple Pay
12509,2025-02-04,7017,101,4,2,6,1,125,18.75,106.25,PayPal
12510,2025-05-14,1446,106,5,3,1,2,18,14.4,21.6,LFC Points
12511,2025-12-02,9672,106,4,2,5,2,18,5.4,30.6,LFC Points
12512,2025-08-15,5362,109,5,0,1,2,40,0.0,80.0,Credit Card
12513,2025-12-17,4728,103,4,2,5,1,80,12.0,68.0,PayPal
12514,2025-12-27,1312,101,2,2,4,2,125,37.5,212.5,Debit Card
12515,2025-03-05,538,107,1,2,2,1,75,11.25,63.75,Debit Card
12516,2025-11-02,1273,106,5,2,6,3,18,8.1,45.9,LFC Points
12517,2025-07-27,874,104,1,2,5,2,65,19.5,110.5,Apple Pay
12518,2025-06-29,8030,101,3,2,3,2,125,37.5,212.5,Apple Pay
12519,2025-09-28,3996,106,4,0,5,4,18,0.0,72.0,Apple Pay
12520,2025-01-10,793,105,1,2,5,2,60,18.0,102.0,PayPal
12521,2025-02-12,6217,107,2,2,1,2,75,22.5,127.5,Debit Card
12522,2025-12-16,4406,104,1,0,6,2,65,0.0,130.0,LFC Points
12523,2025-04-03,4054,109,1,2,1,2,40,12.0,68.0,Apple Pay
12524,2025-01-08,316,101,4,2,6,2,125,37.5,212.5,PayPal
12525,2025-04-20,6714,108,4,0,6,2,65,0.0,130.0,Apple Pay
12526,2025-11-30,8123,109,5,2,1,4,40,24.0,136.0,Debit Card
12527,2025-03-23,823,107,4,2,2,1,75,11.25,63.75,Apple Pay
12528,2025-01-11,4485,102,4,2,2,1,80,12.0,68.0,PayPal
12529,2025-11-07,2092,103,5,0,2,2,80,0.0,160.0,Apple Pay
12530,2025-04-07,9989,109,2,2,3,1,40,6.0,34.0,Apple Pay
12531,2025-01-05,683,108,5,2,5,2,65,19.5,110.5,PayPal
12532,2025-04-20,1662,103,3,0,1,1,80,0.0,80.0,PayPal
12533,2025-03-26,8668,106,4,2,6,4,18,10.8,61.2,Debit Card
12534,2025-08-18,5207,107,1,2,3,2,75,22.5,127.5,PayPal
12535,2025-11-08,6606,103,5,2,6,1,80,12.0,68.0,Credit Card
12536,2025-09-24,955,103,4,2,2,2,80,24.0,136.0,Credit Card
12537,2025-08-05,2617,105,5,2,1,1,60,9.0,51.0,PayPal
12538,2025-02-21,9749,106,2,2,5,2,18,5.4,30.6,LFC Points
12539,2025-03-04,9382,101,3,2,6,2,125,37.5,212.5,PayPal
12540,2025-07-30,858,103,1,2,4,2,80,24.0,136.0,LFC Points
12541,2025-01-12,2391,104,5,0,5,2,65,0.0,130.0,Credit Card
12542,2025-12-27,7558,108,1,2,4,2,65,19.5,110.5,Apple Pay
12543,2025-08-31,473,103,5,2,1,2,80,24.0,136.0,Debit Card
12544,2025-10-04,3627,103,4,2,6,1,80,12.0,68.0,Credit Card
12545,2025-12-24,2860,104,4,2,5,2,65,19.5,110.5,Debit Card
12546,2025-01-25,8891,102,4,0,6,2,80,0.0,160.0,LFC Points
12547,2025-09-01,5552,101,4,2,2,2,125,37.5,212.5,LFC Points
12548,2025-01-10,8311,106,4,2,2,4,18,10.8,61.2,Debit Card
12549,2025-07-07,9158,109,4,2,5,2,40,12.0,68.0,Apple Pay
12550,2025-11-24,4826,102,3,2,1,1,80,12.0,68.0,LFC Points
12551,2025-11-25,8248,102,1,2,6,2,80,24.0,136.0,Credit Card
12552,2025-06-21,3725,106,2,2,3,4,18,10.8,61.2,Debit Card
12553,2025-03-06,5292,108,1,2,5,1,65,9.75,55.25,Debit Card
12554,2025-07-20,7281,106,4,2,5,1,18,2.7,15.3,Apple Pay
12555,2025-06-13,2759,101,4,2,1,2,125,37.5,212.5,Credit Card
12556,2025-10-25,7453,110,1,2,1,3,25,11.25,63.75,PayPal
12557,2025-08-03,218,102,3,0,5,1,80,0.0,80.0,LFC Points
12558,2025-07-07,2460,109,2,0,4,3,40,0.0,120.0,PayPal
12559,2025-11-22,5177,110,2,2,2,2,25,7.5,42.5,Credit Card
12560,2025-07-14,1172,105,4,2,6,2,60,18.0,102.0,Credit Card
12561,2025-10-23,1623,103,3,0,1,2,80,0.0,160.0,PayPal
12562,2025-10-31,6031,103,1,2,3,2,80,24.0,136.0,Debit Card
12563,2025-12-12,1283,108,1,2,2,2,65,19.5,110.5,PayPal
12564,2025-06-08,1463,105,2,2,2,1,60,9.0,51.0,Credit Card
12565,2025-06-21,7541,109,2,3,6,2,40,32.0,48.0,PayPal
12566,2025-01-31,6481,105,3,2,2,1,60,9.0,51.0,Credit Card
12567,2025-04-25,9022,110,5,0,2,4,25,0.0,100.0,LFC Points
12568,2025-05-27,4257,107,5,2,2,2,75,22.5,127.5,LFC Points
12569,2025-08-12,1330,105,4,2,1,2,60,18.0,102.0,LFC Points
12570,2025-02-15,4891,107,5,2,6,1,75,11.25,63.75,Debit Card
12571,2025-05-08,4063,101,4,2,6,2,125,37.5,212.5,Debit Card
12572,2025-02-10,7910,110,5,2,5,3,25,11.25,63.75,LFC Points
12573,2025-04-17,2516,103,5,0,6,2,80,0.0,160.0,PayPal
12574,2025-05-27,8422,103,1,0,2,2,80,0.0,160.0,Credit Card
12575,2025-03-22,6335,106,4,2,5,1,18,2.7,15.3,PayPal
12576,2025-06-08,9073,107,5,2,1,2,75,22.5,127.5,LFC Points
12577,2025-06-23,3086,110,5,2,6,1,25,3.75,21.25,PayPal
12578,2025-08-26,9383,103,4,2,1,2,80,24.0,136.0,LFC Points
12579,2025-03-01,9961,107,5,2,5,2,75,22.5,127.5,Debit Card
12580,2025-11-03,2395,104,4,2,2,1,65,9.75,55.25,Debit Card
12581,2025-03-29,3084,106,1,2,3,1,18,2.7,15.3,LFC Points
12582,2025-08-30,5858,106,3,2,5,4,18,10.8,61.2,LFC Points
12583,2025-01-16,6436,104,5,2,5,1,65,9.75,55.25,PayPal
12584,2025-02-08,7305,104,4,2,6,1,65,9.75,55.25,Credit Card
12585,2025-10-20,8440,104,4,2,1,1,65,9.75,55.25,Apple Pay
12586,2025-11-26,8513,103,4,2,1,1,80,12.0,68.0,Credit Card
12587,2025-03-17,8323,109,4,0,2,2,40,0.0,80.0,Debit Card
12588,2025-01-07,4406,105,4,2,1,1,60,9.0,51.0,LFC Points
12589,2025-04-16,4904,105,1,2,1,2,60,18.0,102.0,LFC Points
12590,2025-08-12,8818,110,2,2,6,2,25,7.5,42.5,LFC Points
12591,2025-03-29,9389,103,4,2,5,2,80,24.0,136.0,Credit Card
12592,2025-12-30,3155,105,2,2,5,1,60,9.0,51.0,Apple Pay
12593,2025-09-25,4854,105,5,0,5,1,60,0.0,60.0,Apple Pay
12594,2025-12-18,2724,103,4,2,1,1,80,12.0,68.0,LFC Points
12595,2025-10-30,3309,107,4,0,6,2,75,0.0,150.0,Credit Card
12596,2025-01-02,3200,107,4,2,1,2,75,22.5,127.5,Debit Card
12597,2025-07-14,928,106,1,0,4,4,18,0.0,72.0,Debit Card
12598,2025-06-18,1379,107,4,2,2,2,75,22.5,127.5,PayPal
12599,2025-12-03,4094,102,5,2,6,2,80,24.0,136.0,PayPal
12600,2025-10-13,2738,106,1,2,4,1,18,2.7,15.3,PayPal
12601,2025-06-14,6876,104,1,0,5,2,65,0.0,130.0,Apple Pay
12602,2025-07-01,2351,101,5,2,6,1,125,18.75,106.25,Apple Pay
12603,2025-09-09,9683,101,1,2,4,2,125,37.5,212.5,LFC Points
12604,2025-11-20,9872,104,5,2,2,1,65,9.75,55.25,Credit Card
12605,2025-11-04,2771,103,5,2,2,2,80,24.0,136.0,Credit Card
12606,2025-08-14,2766,105,5,2,2,1,60,9.0,51.0,Debit Card
12607,2025-03-07,3988,106,4,2,2,2,18,5.4,30.6,PayPal
12608,2025-10-21,1085,107,1,0,3,2,75,0.0,150.0,Debit Card
12609,2025-04-08,932,101,4,0,5,2,125,0.0,250.0,Apple Pay
12610,2025-12-03,6544,104,1,2,5,1,65,9.75,55.25,Debit Card
12611,2025-09-28,5225,101,4,2,2,1,125,18.75,106.25,LFC Points
12612,2025-01-03,1164,101,5,2,6,2,125,37.5,212.5,LFC Points
12613,2025-08-11,7484,109,4,2,5,4,40,24.0,136.0,Debit Card
12614,2025-06-10,2868,110,2,0,5,4,25,0.0,100.0,Debit Card
12615,2025-05-16,2601,103,5,2,2,1,80,12.0,68.0,PayPal
12616,2025-09-10,602,104,4,0,2,2,65,0.0,130.0,Credit Card
12617,2025-09-01,174,108,4,2,1,2,65,19.5,110.5,PayPal
12618,2025-06-29,9392,106,5,2,2,1,18,2.7,15.3,Apple Pay
12619,2025-09-27,3952,103,4,0,1,2,80,0.0,160.0,Debit Card
12620,2025-03-13,4092,108,4,2,6,1,65,9.75,55.25,Debit Card
12621,2025-07-27,7150,103,5,2,1,1,80,12.0,68.0,PayPal
12622,2025-03-28,6159,104,3,2,2,1,65,9.75,55.25,Credit Card
12623,2025-11-23,6932,109,4,0,2,3,40,0.0,120.0,Apple Pay
12624,2025-05-09,4688,105,4,2,6,2,60,18.0,102.0,Apple Pay
12625,2025-12-04,2341,104,4,2,5,2,65,19.5,110.5,Apple Pay
12626,2025-07-20,9089,104,4,0,2,2,65,0.0,130.0,Credit Card
12627,2025-03-14,5725,102,4,2,2,2,80,24.0,136.0,PayPal
12628,2025-06-28,3751,105,5,2,6,2,60,18.0,102.0,Apple Pay
12629,2025-01-23,9549,103,1,2,2,1,80,12.0,68.0,Credit Card
12630,2025-04-27,2699,108,4,2,2,1,65,9.75,55.25,Credit Card
12631,2025-01-24,7318,102,4,2,1,2,80,24.0,136.0,Apple Pay
12632,2025-12-04,7483,107,5,0,1,2,75,0.0,150.0,Credit Card
12633,2025-05-12,5239,109,3,2,4,3,40,18.0,102.0,LFC Points
12634,2025-11-22,2909,105,4,2,5,2,60,18.0,102.0,Credit Card
12635,2025-03-15,6595,101,4,2,5,1,125,18.75,106.25,Credit Card
12636,2025-05-19,8630,103,4,3,6,1,80,32.0,48.0,Apple Pay
12637,2025-08-31,73,109,5,2,5,4,40,24.0,136.0,Apple Pay
12638,2025-10-14,3970,105,1,2,6,2,60,18.0,102.0,Apple Pay
12639,2025-08-18,4519,108,4,2,2,1,65,9.75,55.25,PayPal
12640,2025-12-24,7392,102,4,2,6,1,80,12.0,68.0,Debit Card
12641,2025-11-16,794,109,1,2,2,3,40,18.0,102.0,Credit Card
12642,2025-07-04,7813,102,4,2,1,1,80,12.0,68.0,Apple Pay
12643,2025-03-28,4997,102,4,0,6,2,80,0.0,160.0,LFC Points
12644,2025-09-29,8894,109,3,0,4,4,40,0.0,160.0,Debit Card
12645,2025-05-13,9214,101,5,2,5,2,125,37.5,212.5,PayPal
12646,2025-12-05,6677,108,2,2,1,2,65,19.5,110.5,Credit Card
12647,2025-10-19,3592,109,2,0,1,2,40,0.0,80.0,PayPal
12648,2025-07-28,250,102,4,0,2,1,80,0.0,80.0,Apple Pay
12649,2025-06-05,970,110,1,2,6,2,25,7.5,42.5,Debit Card
12650,2025-07-01,1138,105,4,2,2,1,60,9.0,51.0,Debit Card
12651,2025-01-30,9838,101,4,2,1,2,125,37.5,212.5,Debit Card
12652,2025-05-10,3895,102,4,0,6,1,80,0.0,80.0,Apple Pay
12653,2025-02-26,2147,108,1,2,6,2,65,19.5,110.5,Debit Card
12654,2025-09-20,1645,101,4,2,2,2,125,37.5,212.5,Debit Card
12655,2025-01-02,4055,103,5,0,5,2,80,0.0,160.0,Debit Card
12656,2025-01-26,7144,104,3,2,1,2,65,19.5,110.5,Debit Card
12657,2025-08-07,2453,110,4,2,5,2,25,7.5,42.5,LFC Points
12658,2025-06-01,8869,102,4,0,1,2,80,0.0,160.0,PayPal
12659,2025-05-10,125,108,4,0,6,2,65,0.0,130.0,Credit Card
12660,2025-06-19,8764,106,1,2,2,1,18,2.7,15.3,Apple Pay
12661,2025-05-27,1416,110,4,2,6,3,25,11.25,63.75,PayPal
12662,2025-10-09,8897,102,2,0,4,1,80,0.0,80.0,Credit Card
12663,2025-01-05,738,109,2,2,2,4,40,24.0,136.0,LFC Points
12664,2025-11-03,9256,101,2,2,1,2,125,37.5,212.5,Debit Card
12665,2025-11-23,7533,101,2,2,4,2,125,37.5,212.5,Credit Card
12666,2025-08-09,2527,103,2,2,1,2,80,24.0,136.0,LFC Points
12667,2025-05-06,7100,107,1,0,6,2,75,0.0,150.0,Apple Pay
12668,2025-01-05,8712,101,2,0,5,1,125,0.0,125.0,LFC Points
12669,2025-06-18,2882,106,4,2,1,4,18,10.8,61.2,LFC Points
12670,2025-05-31,7532,110,4,2,1,1,25,3.75,21.25,PayPal
12671,2025-03-25,7605,109,1,2,5,2,40,12.0,68.0,PayPal
12672,2025-03-26,4136,102,3,2,3,2,80,24.0,136.0,Apple Pay
12673,2025-07-13,2361,103,4,2,1,2,80,24.0,136.0,PayPal
12674,2025-08-31,3985,105,4,0,5,2,60,0.0,120.0,Debit Card
12675,2025-07-17,7815,108,1,2,5,2,65,19.5,110.5,Credit Card
12676,2025-02-07,431,106,4,2,1,2,18,5.4,30.6,Credit Card
12677,2025-09-15,6001,109,1,0,5,2,40,0.0,80.0,Credit Card
12678,2025-06-11,6009,109,4,3,5,1,40,16.0,24.0,LFC Points
12679,2025-07-20,3157,109,1,0,2,3,40,0.0,120.0,Debit Card
12680,2025-07-22,5766,110,2,2,6,1,25,3.75,21.25,Credit Card
12681,2025-09-02,6036,107,5,0,2,1,75,0.0,75.0,Debit Card
12682,2025-07-18,9168,105,4,0,2,1,60,0.0,60.0,Debit Card
12683,2025-11-28,1461,104,3,2,2,2,65,19.5,110.5,PayPal
12684,2025-12-09,7444,110,2,2,1,4,25,15.0,85.0,Credit Card
12685,2025-03-09,3800,108,4,2,6,2,65,19.5,110.5,Debit Card
12686,2025-05-15,3541,103,5,0,5,2,80,0.0,160.0,PayPal
12687,2025-04-23,4497,105,4,2,1,1,60,9.0,51.0,LFC Points
12688,2025-03-23,6358,102,4,2,5,2,80,24.0,136.0,PayPal
12689,2025-10-27,6624,108,1,2,5,2,65,19.5,110.5,Debit Card
12690,2025-06-26,9330,110,4,2,1,3,25,11.25,63.75,LFC Points
12691,2025-10-10,6230,101,4,0,1,2,125,0.0,250.0,Apple Pay
12692,2025-12-02,5965,107,1,0,1,1,75,0.0,75.0,PayPal
12693,2025-02-06,4849,107,3,2,2,1,75,11.25,63.75,LFC Points
12694,2025-10-04,383,106,5,0,6,2,18,0.0,36.0,LFC Points
12695,2025-11-04,1973,105,1,2,5,1,60,9.0,51.0,LFC Points
12696,2025-11-13,4709,102,4,2,1,2,80,24.0,136.0,PayPal
12697,2025-07-09,8590,102,5,2,5,2,80,24.0,136.0,Debit Card
12698,2025-08-08,9884,101,4,2,6,2,125,37.5,212.5,LFC Points
12699,2025-11-10,3249,107,5,2,1,2,75,22.5,127.5,Debit Card
12700,2025-03-17,7708,102,4,2,6,1,80,12.0,68.0,LFC Points
12701,2025-02-12,8858,108,4,2,6,2,65,19.5,110.5,Credit Card
12702,2025-05-18,5255,105,4,2,6,1,60,9.0,51.0,PayPal
12703,2025-12-08,771,108,4,2,5,2,65,19.5,110.5,LFC Points
12704,2025-01-13,3630,108,4,0,6,1,65,0.0,65.0,LFC Points
12705,2025-11-08,5113,105,4,2,2,2,60,18.0,102.0,Credit Card
12706,2025-08-23,419,105,1,2,4,2,60,18.0,102.0,LFC Points
12707,2025-03-31,2009,104,5,2,5,2,65,19.5,110.5,LFC Points
12708,2025-09-01,5819,110,1,2,1,2,25,7.5,42.5,Apple Pay
12709,2025-04-12,8198,105,1,2,3,2,60,18.0,102.0,Credit Card
12710,2025-03-31,5626,106,5,2,2,2,18,5.4,30.6,Debit Card
12711,2025-02-07,4933,107,5,0,1,1,75,0.0,75.0,LFC Points
12712,2025-08-29,8941,102,4,2,1,2,80,24.0,136.0,Debit Card
12713,2025-06-15,9860,109,5,3,5,1,40,16.0,24.0,Debit Card
12714,2025-06-28,941,109,5,2,5,2,40,12.0,68.0,Debit Card
12715,2025-11-25,3279,103,1,2,1,2,80,24.0,136.0,LFC Points
12716,2025-02-10,6732,107,4,2,1,1,75,11.25,63.75,Credit Card
12717,2025-08-28,4680,107,5,2,6,2,75,22.5,127.5,Debit Card
12718,2025-11-11,2275,101,5,0,5,2,125,0.0,250.0,Credit Card
12719,2025-02-04,915,105,4,2,2,2,60,18.0,102.0,Apple Pay
12720,2025-09-11,8776,103,4,0,1,2,80,0.0,160.0,PayPal
12721,2025-09-30,7970,108,5,2,2,1,65,9.75,55.25,PayPal
12722,2025-02-23,8433,102,1,2,2,1,80,12.0,68.0,Apple Pay
12723,2025-06-24,647,109,5,2,6,2,40,12.0,68.0,Debit Card
